2026-07-30 14:46:45 | WARNING  | shms.config |  INTERNAL_API_TOKEN not set. Generated temporary token.
2026-07-30 14:57:17 | INFO     | shms.app | Client connected: HCTqVrDAqn_1vPuFAAAF
2026-07-30 14:57:20 | INFO     | shms.app | Client connected: tKP00h4i8vN5Ayo_AAAH
2026-07-30 14:57:21 | INFO     | shms.app | acc3-kdi-04] Watchdog Triggered: No data for 15s. Reconnecting...
2026-07-30 14:57:23 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 4000 packets total.
2026-07-30 14:57:26 | INFO     | shms.app | ACC KDI] Connected to 103.111.81.238:5554 (acc3-kdi-04)
2026-07-30 14:57:32 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 5000 packets total.
2026-07-30 14:57:35 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 1000 packets total.
2026-07-30 14:57:40 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 6000 packets total.
2026-07-30 14:57:43 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 2000 packets total.
2026-07-30 14:57:46 | INFO     | shms.app | Client connected: IMk7Sq8YEQ3vnkMYAAAJ
2026-07-30 14:57:49 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 7000 packets total.
2026-07-30 14:57:52 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 3000 packets total.
2026-07-30 14:57:57 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 8000 packets total.
2026-07-30 14:58:00 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 4000 packets total.
2026-07-30 14:58:06 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 9000 packets total.
2026-07-30 14:58:09 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 5000 packets total.
2026-07-30 14:58:14 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 10000 packets total.
2026-07-30 14:58:18 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 6000 packets total.
2026-07-30 14:58:23 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 11000 packets total.
2026-07-30 14:58:26 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 7000 packets total.
2026-07-30 14:58:31 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 12000 packets total.
2026-07-30 14:58:32 | INFO     | shms.app | ACC LOG] Triggering save for acc2-kdi-01 (Pkt: 12000, Time: 103.0s)
2026-07-30 14:58:32 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_145832_acc2-kdi-01.txt
2026-07-30 14:58:35 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 8000 packets total.
2026-07-30 14:58:40 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 1000 packets total.
2026-07-30 14:58:43 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 9000 packets total.
2026-07-30 14:58:48 | INFO     | shms.app | ACC LOG] Triggering save for acc3-kdi-04 (Pkt: 9604, Time: 120.0s)
2026-07-30 14:58:49 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 2000 packets total.
2026-07-30 14:58:49 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_145848_acc3-kdi-04.txt
2026-07-30 14:58:57 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 1000 packets total.
2026-07-30 14:58:57 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 3000 packets total.
2026-07-30 14:59:06 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 4000 packets total.
2026-07-30 14:59:06 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 2000 packets total.
2026-07-30 14:59:14 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 3000 packets total.
2026-07-30 14:59:14 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 5000 packets total.
2026-07-30 14:59:23 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 4000 packets total.
2026-07-30 14:59:23 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 6000 packets total.
2026-07-30 14:59:31 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 5000 packets total.
2026-07-30 14:59:32 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 7000 packets total.
2026-07-30 14:59:40 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 6000 packets total.
2026-07-30 14:59:40 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 8000 packets total.
2026-07-30 14:59:48 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 7000 packets total.
2026-07-30 14:59:49 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 9000 packets total.
2026-07-30 14:59:57 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 8000 packets total.
2026-07-30 14:59:58 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 10000 packets total.
2026-07-30 15:00:05 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 9000 packets total.
2026-07-30 15:00:06 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 11000 packets total.
2026-07-30 15:00:14 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 10000 packets total.
2026-07-30 15:00:15 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 12000 packets total.
2026-07-30 15:00:15 | INFO     | shms.app | ACC LOG] Triggering save for acc2-kdi-01 (Pkt: 12000, Time: 103.0s)
2026-07-30 15:00:15 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_150015_acc2-kdi-01.txt
2026-07-30 15:00:22 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 11000 packets total.
2026-07-30 15:00:23 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:00:31 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 12000 packets total.
2026-07-30 15:00:31 | INFO     | shms.app | ACC LOG] Triggering save for acc3-kdi-04 (Pkt: 12000, Time: 102.3s)
2026-07-30 15:00:31 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_150031_acc3-kdi-04.txt
2026-07-30 15:00:32 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 2000 packets total.
2026-07-30 15:00:39 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:00:40 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 3000 packets total.
2026-07-30 15:00:48 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 2000 packets total.
2026-07-30 15:00:49 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 4000 packets total.
2026-07-30 15:00:57 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 3000 packets total.
2026-07-30 15:00:58 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 5000 packets total.
2026-07-30 15:01:00 | INFO     | shms.app | STATS] Running incremental stat aggregation...
2026-07-30 15:01:00 | INFO     | shms.stats | Processed 2 ANM3D sensors @ 2026-07-21 16:30:00
2026-07-30 15:01:04 | INFO     | shms.stats | Processed 1 ATRHS sensors @ 2026-07-22 13:50:00
2026-07-30 15:01:05 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 4000 packets total.
2026-07-30 15:01:06 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 6000 packets total.
2026-07-30 15:01:07 | INFO     | shms.stats | Processed 3 TEMPS sensors @ 2026-07-22 13:50:00
2026-07-30 15:01:09 | INFO     | shms.stats | Processed 5 Strain sensors @ 2026-07-22 14:50:00
2026-07-30 15:01:14 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 5000 packets total.
2026-07-30 15:01:14 | INFO     | shms.stats | Processed 6 Tiltmeter sensors @ 2026-07-13 16:00:00
2026-07-30 15:01:15 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 7000 packets total.
2026-07-30 15:01:22 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 6000 packets total.
2026-07-30 15:01:23 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 8000 packets total.
2026-07-30 15:01:31 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 7000 packets total.
2026-07-30 15:01:32 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 9000 packets total.
2026-07-30 15:01:39 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 8000 packets total.
2026-07-30 15:01:40 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 10000 packets total.
2026-07-30 15:01:48 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 9000 packets total.
2026-07-30 15:01:49 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 11000 packets total.
2026-07-30 15:01:56 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 10000 packets total.
2026-07-30 15:01:57 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 12000 packets total.
2026-07-30 15:01:57 | INFO     | shms.app | ACC LOG] Triggering save for acc2-kdi-01 (Pkt: 12000, Time: 102.8s)
2026-07-30 15:01:58 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_150157_acc2-kdi-01.txt
2026-07-30 15:02:05 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 11000 packets total.
2026-07-30 15:02:06 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:02:13 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 12000 packets total.
2026-07-30 15:02:13 | INFO     | shms.app | ACC LOG] Triggering save for acc3-kdi-04 (Pkt: 12000, Time: 102.3s)
2026-07-30 15:02:13 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_150213_acc3-kdi-04.txt
2026-07-30 15:02:15 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 2000 packets total.
2026-07-30 15:02:22 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:02:23 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 3000 packets total.
2026-07-30 15:02:30 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 2000 packets total.
2026-07-30 15:02:32 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 4000 packets total.
2026-07-30 15:02:35 | WARNING  | shms.config |  INTERNAL_API_TOKEN not set. Generated temporary token.
2026-07-30 15:02:35 | INFO     | shms.app | 2026-07-30 15:02:35.886921] --- app.py MODULE LOADED ---
2026-07-30 15:02:39 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 3000 packets total.
2026-07-30 15:02:40 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 5000 packets total.
2026-07-30 15:02:47 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 4000 packets total.
2026-07-30 15:02:49 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 6000 packets total.
2026-07-30 15:02:56 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 5000 packets total.
2026-07-30 15:02:57 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 7000 packets total.
2026-07-30 15:03:05 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 6000 packets total.
2026-07-30 15:03:06 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 8000 packets total.
2026-07-30 15:03:13 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 7000 packets total.
2026-07-30 15:03:14 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 9000 packets total.
2026-07-30 15:03:19 | INFO     | shms.app | Client connected: 8AHbtDllr98uYFqwAAAL
2026-07-30 15:03:21 | INFO     | shms.app | Client connected: T_79EtAJZ-jz1cjDAAAN
2026-07-30 15:03:22 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 8000 packets total.
2026-07-30 15:03:22 | INFO     | shms.app | Client connected: mIFeWkjZh7Ui4SDTAAAP
2026-07-30 15:03:23 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 10000 packets total.
2026-07-30 15:03:26 | INFO     | shms.app | Client connected: nuQgIjTH6tG840liAAAR
2026-07-30 15:03:30 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 9000 packets total.
2026-07-30 15:03:31 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 11000 packets total.
2026-07-30 15:03:39 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 10000 packets total.
2026-07-30 15:03:40 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 12000 packets total.
2026-07-30 15:03:40 | INFO     | shms.app | ACC LOG] Triggering save for acc2-kdi-01 (Pkt: 12000, Time: 102.4s)
2026-07-30 15:03:40 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_150340_acc2-kdi-01.txt
2026-07-30 15:03:47 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 11000 packets total.
2026-07-30 15:03:49 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:03:56 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 12000 packets total.
2026-07-30 15:03:56 | INFO     | shms.app | ACC LOG] Triggering save for acc3-kdi-04 (Pkt: 12000, Time: 102.4s)
2026-07-30 15:03:56 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_150356_acc3-kdi-04.txt
2026-07-30 15:03:57 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 2000 packets total.
2026-07-30 15:03:58 | ERROR    | shms.db | sensor_statistik_range(Anemometer 3D): syntax error at or near ""wind_speed""
LINE 1: SELECT time, sensor_id, MIN("wind_speed") as min_"wind_speed...
                                                         ^

2026-07-30 15:04:00 | ERROR    | shms.db | sensor_statistik_range(Anemometer 3D): syntax error at or near ""wind_speed""
LINE 1: SELECT time, sensor_id, MIN("wind_speed") as min_"wind_speed...
                                                         ^

2026-07-30 15:04:03 | ERROR    | shms.db | sensor_statistik_range(Anemometer 3D): syntax error at or near ""wind_speed""
LINE 1: SELECT time, sensor_id, MIN("wind_speed") as min_"wind_speed...
                                                         ^

2026-07-30 15:04:04 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:04:06 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 3000 packets total.
2026-07-30 15:04:06 | ERROR    | shms.db | sensor_statistik_range(Anemometer 3D): syntax error at or near ""wind_speed""
LINE 1: SELECT time, sensor_id, MIN("wind_speed") as min_"wind_speed...
                                                         ^

2026-07-30 15:04:08 | INFO     | shms.app | Client connected: WERQGDPr-EVH1XkWAAAT
2026-07-30 15:04:13 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 2000 packets total.
2026-07-30 15:04:14 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 4000 packets total.
2026-07-30 15:04:21 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 3000 packets total.
2026-07-30 15:04:23 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 5000 packets total.
2026-07-30 15:04:24 | ERROR    | shms.db | sensor_statistik_range(Anemometer 3D): syntax error at or near ""wind_speed""
LINE 1: SELECT time, sensor_id, MIN("wind_speed") as min_"wind_speed...
                                                         ^

2026-07-30 15:04:27 | ERROR    | shms.db | sensor_statistik_range(Anemometer 3D): syntax error at or near ""wind_speed""
LINE 1: SELECT time, sensor_id, MIN("wind_speed") as min_"wind_speed...
                                                         ^

2026-07-30 15:04:30 | ERROR    | shms.db | sensor_statistik_range(Anemometer 3D): syntax error at or near ""wind_speed""
LINE 1: SELECT time, sensor_id, MIN("wind_speed") as min_"wind_speed...
                                                         ^

2026-07-30 15:04:30 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 4000 packets total.
2026-07-30 15:04:32 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 6000 packets total.
2026-07-30 15:04:39 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 5000 packets total.
2026-07-30 15:04:41 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 7000 packets total.
2026-07-30 15:04:47 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 6000 packets total.
2026-07-30 15:04:49 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 8000 packets total.
2026-07-30 15:04:56 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 7000 packets total.
2026-07-30 15:04:58 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 9000 packets total.
2026-07-30 15:05:04 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 8000 packets total.
2026-07-30 15:05:06 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 10000 packets total.
2026-07-30 15:05:13 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 9000 packets total.
2026-07-30 15:05:15 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 11000 packets total.
2026-07-30 15:05:21 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 10000 packets total.
2026-07-30 15:05:23 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 12000 packets total.
2026-07-30 15:05:23 | INFO     | shms.app | ACC LOG] Triggering save for acc2-kdi-01 (Pkt: 12000, Time: 103.1s)
2026-07-30 15:05:23 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_150523_acc2-kdi-01.txt
2026-07-30 15:05:30 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 11000 packets total.
2026-07-30 15:05:32 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:05:38 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 12000 packets total.
2026-07-30 15:05:38 | INFO     | shms.app | ACC LOG] Triggering save for acc3-kdi-04 (Pkt: 12000, Time: 102.4s)
2026-07-30 15:05:38 | INFO     | shms.app | ACC LOG] Saved rolling RAW: 20260730_150538_acc3-kdi-04.txt
2026-07-30 15:05:41 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 2000 packets total.
2026-07-30 15:05:58 | INFO     | shms.app | acc3-kdi-04] Watchdog Triggered: No data for 15s. Reconnecting...
2026-07-30 15:05:58 | INFO     | shms.app | acc2-kdi-01] Watchdog Triggered: No data for 15s. Reconnecting...
2026-07-30 15:06:03 | INFO     | shms.app | ACC KDI] Connected to 103.111.81.238:5554 (acc3-kdi-04)
2026-07-30 15:06:03 | INFO     | shms.app | ACC KDI] Connected to 103.111.81.238:5558 (acc2-kdi-01)
2026-07-30 15:06:11 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:06:11 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:06:18 | WARNING  | shms.config |  INTERNAL_API_TOKEN not set. Generated temporary token.
2026-07-30 15:06:19 | INFO     | shms.app | 2026-07-30 15:06:19.237417] --- app.py MODULE LOADED ---
2026-07-30 15:06:19 | WARNING  | shms.config |  INTERNAL_API_TOKEN not set. Generated temporary token.
2026-07-30 15:06:20 | INFO     | shms.app | 2026-07-30 15:06:20.296843] --- app.py MODULE LOADED ---
2026-07-30 15:06:20 | INFO     | shms.app | INIT] Starting background tasks for Acc KDI...
2026-07-30 15:06:20 | INFO     | shms.app | ACC KDI] Starting background task for acc3-kdi-04...
2026-07-30 15:06:20 | INFO     | shms.app | ACC KDI] Starting background task for acc2-kdi-01...
2026-07-30 15:06:20 | INFO     | shms.app | ACC KDI] Connected to 103.111.81.238:5554 (acc3-kdi-04)
2026-07-30 15:06:20 | INFO     | shms.app | ACC KDI] Connected to 103.111.81.238:5558 (acc2-kdi-01)
2026-07-30 15:06:20 | INFO     | shms.app | Client connected: 9nQcAizSE1EWX3s7AAAB
2026-07-30 15:06:20 | INFO     | shms.app | Client connected: 5XLbTIftGO-Kq1JtAAAD
2026-07-30 15:06:22 | INFO     | shms.app | Client connected: qaPQRMykLsjmD65NAAAF
2026-07-30 15:06:23 | INFO     | shms.app | Client connected: RQLetkm4PLgaKtohAAAH
2026-07-30 15:06:23 | INFO     | shms.app | Client connected: kKunXlEA0LfHIbCzAAAJ
2026-07-30 15:06:23 | INFO     | shms.app | Client connected: dDzO5vvlWidgto32AAAL
2026-07-30 15:06:24 | INFO     | shms.app | Client connected: BT3kVUZrvBhtTCznAAAN
2026-07-30 15:06:28 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:06:28 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:06:37 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 2000 packets total.
2026-07-30 15:06:37 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 2000 packets total.
2026-07-30 15:06:46 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 3000 packets total.
2026-07-30 15:06:46 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 3000 packets total.
2026-07-30 15:06:54 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 4000 packets total.
2026-07-30 15:06:54 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 4000 packets total.
2026-07-30 15:07:03 | INFO     | shms.app | ACC KDI] acc2-kdi-01 HEARTBEAT: Received 5000 packets total.
2026-07-30 15:07:03 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 5000 packets total.
2026-07-30 15:07:10 | WARNING  | shms.config |  INTERNAL_API_TOKEN not set. Generated temporary token.
2026-07-30 15:07:10 | INFO     | shms.app | 2026-07-30 15:07:10.774360] --- app.py MODULE LOADED ---
2026-07-30 15:07:10 | INFO     | shms.app | INIT] Starting background tasks for Acc KDI...
2026-07-30 15:07:10 | INFO     | shms.app | ACC KDI] Starting background task for acc3-kdi-04...
2026-07-30 15:07:10 | INFO     | shms.app | ACC KDI] Starting background task for acc2-kdi-01...
2026-07-30 15:07:10 | INFO     | shms.app | Client connected: vt22tuOnhuw4OKIYAAAB
2026-07-30 15:07:10 | INFO     | shms.app | ACC KDI] Connected to 103.111.81.238:5554 (acc3-kdi-04)
2026-07-30 15:07:10 | INFO     | shms.app | ACC KDI] Connected to 103.111.81.238:5558 (acc2-kdi-01)
2026-07-30 15:07:11 | INFO     | shms.app | Client connected: 3yG4LlF5AectRRyGAAAD
2026-07-30 15:07:19 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 1000 packets total.
2026-07-30 15:07:27 | INFO     | shms.app | ACC KDI] acc3-kdi-04 HEARTBEAT: Received 2000 packets total.
